College ID,College Name,CollegeUrl,Email,Address,Contact No,TPO Name,TPO Number
2171,Gramodyogik Shikshan Mandal's Marathwada Institute Of Technology   Rotegaon   Vaijapur   Dist. Aurangabad.,www.mit.asia,munish.sharma@mit.asia,Rotegaon   Post Box No. 327   Taluka   Vaijapur  Satara Village Road Dist. Aurangabad 431028,204035,,
2172,Hi-Tech Polytechnic   Aurangabad,www.hitechpoly.edu.in,principal.hitech.poly@gmail.com,P-119   Bajajnagar   Aurangabad,2553496,,
2174,Shree Bharavnath Nisarga Mandal   Diploma in Engineering and Technology   Gevrai Tanda   Aurangabad,www.sbnmpoly.org,principalsbnm@rediffmail.com,Gevrai Tanda   Paithan Road   Taluka & Dist. Aurangabad.  431001,2480451,,
2178,Vinayakrao Patil Shikshan Prasarak Mandal   Institute Of Engineering & Technology Kannad,www.ietkannad.org,1157principal@msbte.com,Kannad   Dist Aurangabad ,220588,,
2184,Shree Dhaneshwari Manav Vikas Mandal Diploma In Engineering And Technology Institute   Hatta   Tal. Basmat   Hingoli,www.sdmvmspolyhatta.in,1006principal@msbte.com,Hatta   Taluka Vasamat   Dist. Hingoli ,22454,,
2185,Dharati Janseva Pratishthan   Diploma In Engineering & Technology Institute   Jalna,www.djppolytech.org,1093principal@msbte.com,Rohanwadi   Revgaon Raod   Tq.Dist.Jalna ,2482223,,
2192,Education Society   Kalawatibai College Of Engineering & Technology (Polytechnic)   Naigaon   Nanded,www.kalawatibaipoly.com,1155principal@msbte.com,Lalwandi Road   Tal. Naigaon (Kh)   Nanded  431709,263399,,
2193,Sahayog Sevabhai Sanstha   Indira Institute Of Technology(Polytechnic)   Nanded.,www.sahayogcampus.ac.in,indirapoly@gmail.com,Gat No. 18 & 22 Vishnupuri   Nanded 431606,229155,,
2224,Gramodyogik Shikshan Mandal's Marathwada Institute of Technology   Aurangabad,www.mit.asia,sunil.deshmukh@mit.asia,P.B.-327   Satara Village Rd.    off Beed By-Pass Highway Aurangabad    431005,2375333,,
2250,Aurangabad College of Engineering    Naygaon Savangi   Aurangabad,www.aurangabadengg.com,lokhande3000@gmail.com,GatT No 52   TUljapur Shivar   Naygoan Savangi   Aurangabad,2485686,,
2252,Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies   Parbhani,www.mspgroup.org,director.ssiems@yahoo.com,Vasmat Road  Parbhani,234109,,
2255,Balaghat Engineering College  Ruddha   Ahmedpur,www.balaghatcollege.com,balaghat_eng@rediffmail.com,Latur - Nanded Highway   Rudha   Ahmedpur   Taluka - Ahmedpur  Dist-Latur,279033,,
2279,Ransamrat Kreeda Mandal's Rajarshi Shahu Institue of Technology  Parli Road Kallam   Dist. Osmanabad,www.shahuitkallam.org,rsit1489@gmail.com,Gat No 65-A/2   Parli Road Kallam   Dist. Osmanabad. 413507,263010,,
2283,Phoenix Foundation Sanstha's Phoenix Institute Of Technology  Lodga   Tal. Asua  Dist. Latur,www.pitpoly.com,pitpoly@gmail.com,At Post Lodga   Tq Asua  Dist. Latur  413512,255786,,
2286,Ambarwadikar Institute of Hotel Management & Catering Technology Polytechnic   Deolai   Aurangabad,www.ambarwadikartech.com,ambarwadikar.hmct@gmail.com,Gut No. 103   Deolai   Surya Lawns Campus   Beed    Aurangabad ,2653155,,
2288,Kai Haribhai Varpudkar Gramin Mahila Sevabhavi Sanstha's LATE. HARIBAI WARPUDKAR POLYTECHNIC   PARBHANI,www.lhwpoly.org,warpudkar.poly@gmail.com,Gut No 104  Karegaon Vasmat road Opp.Water filter Plant ParbhaniLate Haribai Varpudkar Poly Parbhani    431401,2452,,
2289,Baliram Patil Mission's S.N.Rai Institute of Engg. & Technology Shrikshtra    Mahur Dist Nanded.,www.balirampatilmission.org,1499principal@msbte.com, Shrikshetra Mahur Tal. Mahur Dist Nanded.,268136,,
2292,Anand Charitable Trusts   Diploma in Engineering & Technology   Murshadapur   Ashti   Dist. Beed,www.dietashti.org,acspoly.ashti@gmail.com, Murshadapur   Tq. Ashti   Dist. Beed.  414203,282974,,
2296,Sevadas Shikshan Prasarak Mandal's Vasantrao Naik Instiute of Technology   Vasarni   Nanded,www.sevadasspmnnd.org,1506principal@msbte.com,Gut No 24   Vasarni   Nanded. 431603,225375,,
2298,Shri Sai Institute of Technology(Polytechnic)  Aurangabad,www.ssit.org.in,ssitpoly@gmail.com,P-75 Behind Garware Palyster  MIDC   Chikalthana  Aurangabad    431210,2470312,,
2515,Sai Institute of Engineering & Technology   Bilda   Aurangabad.,www.sietaurangabad.com,sietaurangabad@gmail.com,Survey No.170   Sai Nagar  Aurangabad Ajanta Road  Jalgaon Highway  Village Bilda  Tal. Phulambri  ,2020555,,
2516,International Centre of Excellence in Engineering & Management   Aurangabad.,www.iceemabad.com,director@iceemabad.com,Gut No.4  Opp.Bajaj Auto ltd. Infront of MIDC filtration plant  Aurangabad-Pune High way,2558123,,
2522,STMEI's Sandipani Technical Campus-Faculty of Engineering   Latur.,www.vit.edu/latur,badgireudhav@gmail.com,Gat No. 23   Kolpa Tq & Dist. Latur,263546,,
2523,Maitree Foundation's Maitree Institute of Management & Technology   Bhatangali Tal.& Dist. Latur,www.mimlatur.com,mimlatur@rediffmail.com,Gut. No. 237   Bhatangali   Tq. & Dist. Latur.  413512,254888,,
2529,V.J. Shinde College of Engineering   Osmanabad.,www.vjsengg.com,vjscoe2529@gmail.com,Gat No. 738   Waruda road   Osmanabad.,203205,,
2533,CSMSS Chh. Shahu College of Engineering   Aurangabad,www.csmssengg.org,shahuengg@gmail.com,Kanchanwadi   Paithan Road   Aurangabad.,6646371,,
2535,D.B.Group of Instituions   School of Technology   At.Mahalangra   Tal.Chakur  Latur,www.dbgroup.org.in,dbimr@yahoo.com,Opp. LATUT-NANDED HIGHWAY  AT MAHALANGRA  TQ-CHAKUR  DIST-LATUR-412513,259009,,
2573,Gramin College of Engineering   Vishnupuri   Nanded,www.graminenggnanded.org,graminenggnanded@gmail.com,Vishnupuri   Nanded   Nanded waghala   Nanded,229112,,
3006,Government Institute of Printing Technology   Mumbai,www.gipt.ac.in,gipt_m@rediffmail.com,J.J School Of Architecture Compound   Near Cst Station   Mumbai 400001,20821474,,
3012,Veermata Jijabai Technological Institute(VJTI)   Matunga   Mumbai,www.vjti.ac.in,director@vjti.org.in,H.R. Mahajani Marg   Matunga   Mumbai ,24198101,,
3014,Sardar Patel College of Engineering   Andheri,www.spce.ac.in,principal@spce.ac.in,Munshi Nagar   Andheri (West)    Mumbai - Suburban   Mumbai ,26232192,,
3023,St. Xavier's Technical Institute   Mumbai,www.xaviertech.com,office@xaviertech.com,Mahim Causeway Road   Mahim   Mumbai    400016,24455937,,
3028,Father Agnel Technical College (Polytechnic)   Bandra(W)   Mumbai,atc.fragnel.ac.in,fragnel_bandra@yahoo.com,Fr. Agnel Ashram Mumbai    400050,67114054,,
3033,Dr. Babasaheb Ambedkar Technological University   Lonere,www.dbatu.ac.in,registrar@dbatu.ac.in,Vidyavihar   P.O. Lonere   Ta-Mangaon Dist. Raigad ,275142,,
3035,Usha Mittal Institute of Technology SNDT  Women's University   Mumbai,www.umit.ac.in,umit@sndt.ac.in,SNDT  Women's University   Mumbai Juhu Campus   Santacruz (W)   Mumbai ,26605183,,
3036,Institute of Chemical Technology   Matunga   Mumbai,www.ictmumbai.edu.in,ar.acad@staff.ictmumbai.edu.in,Nathalal Parikh Marg   Matunga   Mumbai ,33611111,,
3040,Dr. Babasaheb Ambedkar Tech.University  Institute of Petrochemical Engineering  Lonere  Raigad,www.iopelonere.com,iopelonere@rediffmail.com,Vidyavihar  P.O.Lonere  Tal-Mangaon. Raigad    402103,275103,,
3041,PREMLILA VITHALDAS POLYTECHNIC Pharmacy shifted to 3027 from 3041 ,www.pvpsndt.org,pvp@pvpsndt.org,SNDT Women's University   Juhu Road   Santacruz(W)   Mumbai sub,26608676,,
3135,Manjara Charitable Trust's Rajiv Gandhi Institute of Technology   Mumbai,www.mctrgit.ac.in,mctrgit02@gmail.com,Off. Juhu Versova Link Road   Versova   Andheri(W) Mumbai ,26707026,,
3139,Vidyalankar Institute of Technology  Wadala   Mumbai,www.vit.edu.in,principal@vit.edu.in,Vidyalankar Educational Campus  Vidyalankar College Marg   Wadala(E)   Mumbai ,24161126,,
3146,Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering  Kharghar   Navi Mumbai,www.acpce.org,principal@acpce.ac.in,Sector 4  Ploat No-17  Kharghar   Navi Mumbai. Dist. Raigad ,27745722,,
3147,Saraswati Education Society   Yadavrao Tasgaonkar  Institute of Engineering & Technology   Karjat,www.tasgaonkartech.com,nanduyt@hotmail.com,Near Bhiv puri Road Railway statiion Chandai   Tal Karjat   Dist Raigad,8806753541,,
3148,Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College   Mumbai,www.shahandanchor.com,principal@sakec.ac.in,Vaman Tukaram Patil Marg   Chembur   Mumbai,25580854,,
3154,Saraswati Education Society's Saraswati College of Engineering  Kharghar Navi Mumbai,www.sce.edu.in,registrarsaraswati@gmail.com,Plot No 46/46 A   Sector 5 Near MSEB Sub Station Kharghar Navi Mumbai  Dist. Raigad ,27743705,,
3162,Bharti Vidyapeeth's Institute of Management & Information Technology   Navi Mumbai,www.bvimit.co.in,admission@bvimit.co.in,Sector 8. CBD   Belapur   Navi Mumbai  400614,27578415,,
3173,Deccan Education Society's Navinchandra Mehta Institute of Technology & Development   Dadar   Mumbai,www.nmitd.edu.in,director@nmitd.edu.in,DES's Mumbai Campus   Kirti College Road   Dadar (W)   Mumbai.  400028,62764583,,
3174,Ramrao Adik Edu Soc   Ramarao Adik Institute of Tech.   Navi Mumbai,www.rait.ac.in,ramraoadik@gmail.com, Dr. D.Y. Patil Vidyanagar   Sector-7   Phase-I   Nerul   Navi Mumbai,27709574,,
3175,M.G.M.'s College of Engineering and Technology   Kamothe   Navi Mumbai ,www.mgmmumbai.ac.in,principal.cet@mgmmumbai.ac.in,At Junction of NH4 & Sion-Panvel Expressway    Kamothe   Navi Mumbai ,27433421,,
3176,Thakur College of Engineering and Technology   Kandivali   Mumbai,www.tcetmumbai.in,tcet@thakureducation.org,Thakur Shyamnarayan Marg  Thakur Village  Kandivali(E)   Mumbai,67308000,,
3181,K.J.Somaiya College of Engineering   Vidyavihar   Mumbai,www.somaiya.edu/kjsce,principal.engg@somaiya.edu,Vidya_Nagar   Vidya Vihar   Mumbai ,66449191,,
3182,Thadomal Shahani Engineering College   Bandra   Mumbai,www.tsec.edu,gtthampi@yahoo.com,37th Road   Off Linking Road   (Near National)   Bandra (West)   Mumbai ,26041631,,
3183,Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering   Byculla   Mumbai,www.mhssce.ac.in,aimhssce@gmail.com,8   M.H.Saboo Siddik Polytechnic Road   P.O.Box: 4627   Byculla   Mumbai,23012922,,
3184,Fr. Conceicao Rodrigues College of Engineering   Bandra  Mumbai,www.fragnel.edu.in,crce@fragnel.edu.in,Father Agnel Ashram    Band-stand   Bandra (West)   Mumbai,67114000,,
3185,Vivekanand Education Society's Institute of Technology   Chembur   Mumbai,www.ves.ac.in/vesit,vesit@vsnl.com,Hashu Advani Memorial Complex   Behind Collector Colony   R.C. Marg   Chembur   Mumbai,61532532,,
3187,N.Y.S.S.'s Datta Meghe College of Engineering   Airoli   Navi Mumbai,www.dmce.ac.in,principaldmce@yahoo.com,P.B. No. 15   CIDCO Colony   Plot No. 98   Sector 3    Airoli   Navi Mumbai ,27791662,,
3188,Padmabhushan Vasantdada Patil Pratishthans College of Engineering   Sion  Mumbai,www.pvppcoe.ac.in,principal@pvppcoe.ac.in,Padmabhushan Vasantdada Patil Education Complex   Eastern Express Highway   Near Everard Nagar    Sion-Chunabhatti Mumbai ,24070547,,
3189,Bharati Vidyapeeth College of Engineering    Navi Mumbai,www.bvcoenm.edu.in,principal.bvcoenm@bharatividyapeeth.edu,Sector - 7  CBD- Belpur   Navi Mumbai 400614 ,27572140,,
3190,Terna Engineering College   Nerul   Navi Mumbai,www.ternaengg.ac.in,principal@terna.org,Plot No. 12   Sector-22  Opp. Nerul Railway Station  Phase-II   Nerul (W)  Navi Mumbai ,61115444,,
3191,Mandar Education Society's Rajaram Shinde College of Engineering   Pedhambe,www.mandaredusoc.org,rscoedegree@gmail.com,At Pedhambe   Po. Alore   Tal : Chiplun   Dist. Ratnagiri,230005,,
3192,Smt. Indira Gandhi College of Engineering   Navi Mumbai,www.sigce.edu.in,contactus@sigce.edu.in,Plot No.1   Sector No. 08   Ghansoli    Navi Mumbai 400 701,27543608,,
3193,Shivajirao S. Jondhale College of Engineering   Dombivali  Mumbai,www.shivajiraojondhalecoe.org.in,officessjcoe@gmail.com,Sheel Kalyan Highway   Behind Venkatesh Petrolpump   Sonarpada   Manpada Post   Dombivali (E) Thane ,2872560,,
3194,Vidyavardhini's College of Engineering and Technology   Vasai,www.vcet.edu.in,vcet_inbox@vcet.edu.in,Vasai Road (W Rly)   Tal: Vasai   District Palghar ,2338234,,
3196,Lokmanya Tilak College of Engineering   Kopar Khairane   Navi Mumbai,www.ltce.in,principal.ltce@gmail.com,Sector - 4   Plot N0 17 & 18   Vikas Nagar   Koparkhairane   Navi Mumbai,27541005,,
3197,Agnel Charities' FR. C. Rodrigues Institute of Technology   Vashi   Navi Mumbai,www.fcrit.ac.in,principalfcrit@gmail.com,Sector 9-A    Vashi   Navi Mumbai  ,227771000,,
3198,Konkan Gyanpeeth College of Engineering   Karjat,www.kgce.edu.in,principal@kgce.edu.in,Vengaon Road   Dahivali   Karjat,222580,,
3199,Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering   Vile Parle  Mumbai,www.djsce.ac.in,info@djsce.ac.in,Plot No. U-15   J.V.P.D. Scheme   Bhaktivedanta Swami Marg   Vile Parle (West)   Mumbai,26123892,,
3200,Hope Foundation and research center's  Finolex Academy of Management and Technology   Ratnagiri,www.famt.ac.in,admin@famt.ac.in,P- 60   P-60/1   MIDC   Mirjole Block   Ratnagiri,229657,,
3201,Rizvi Education Society's Rizvi College of Engineering   Bandra  Mumbai,www.eng.rizvi.edu.in,info@eng.rizvi.edu.in,Rizvi Educational Complex   Off Carter Road   Sherly Rajan Village   Bandra (W)   Mumbai ,26043866,,
3202,Rajendra Mane College of Engineering & Technology  Ambav Deorukh,www.rmcet.com,info@rmcet.com,At - Ambav (Devrukh).Tal Sangameshwar  Dist.- Ratnagiri,269400,,
3203,Atharva College of Engineering  Malad(West)  Mumbai,www.atharvaeducation.com,ace@atharvaeducation.com,S. No. 263   Plot No. 8-12   Malad-Marve Rd   Charkop Naka   Malad(W)   Mumbai,40294949,,
3204,St. Francis Institute of Technology  Borivali   Mumbai,www.sfit.ac.in,sfedu@sfit.ac.in,Mount Poinsur   S.V.P. Road   Borivali ( W )   Mumbai ,28928585,,
3206,S.S.P.M.'s College of Engineering   Kankavli,www.sspmcoe.ac.in,sspmcoe@gmail.com, A/P-Harkul Budruk   Tal- Kankavali. Dist-Sindhudurg,233812,,
3207,Mahatma Education Society's Pillai College of Engineering   New Panvel,www.pce.ac.in,principalpce@mes.ac.in,Dr. K.M.Vasudevan Pillais' Campus Plot No. 10   Sector 16   New Panvel   Dist.Raigad,27456100,,
3208,Don Bosco Institute of Technology   Mumbai,www.dbit.in,dbit@dbit.in,Premier Automobiles Road  Opp. Fiat Company   Kurla (West)   Mumbai ,25042018,,
3209,K J Somaiya Institute of Engineering and Information Technology   Sion   Mumbai,www.somaiya.edu/vidyavihar/kjsieit,principal.tech@somaiya.edu,Somaiya Auryvihar Complex    Near Everard Nagar Eastern Express Highway   Sion (East)   Mumbai,24080331,,
3210,Excelsior Education Society's K.C. College of Engineering and Management Studies and Research   Kopri   Thane (E),www.kccoe.org,kcce21@hotmail.com,Mith bunder Road   Near Sadguru Gardens   Kopri   Thane (E),25327100,,
3211,S.I.E.S. Graduate School of Technology   Nerul   Navi Mumbai,www.siesgst.edu.in,principalgst@sies.edu.in,Sri. Chandrsekarendra Saraswathy Vidyapuram   Sector-5   Plot 1C&1E   Nerul Dist. Raigad ,61082400,,
